nom,rayon,masse,periode_orbite,annee,distance
HATS-58 A b,12.27385500,327.36490000,4.21808960000,2019,403.59100000
HATS-62 b,11.82549500,56.89157000,3.27688370000,2018,523.06700000
HATS-66 b,15.81589900,1694.03390000,3.14143910000,2018,1477.98000000
HATS-71 b,11.47801600,117.59710000,3.79552020000,2020,140.22500000
HATS-77 b,13.05846252,436.69623122,3.08762620000,2021,436.17600000
HATS-8 b,9.78545700,46.08535000,3.58389300000,2015,794.63700000
HATS-9 b,11.93758500,261.57409000,1.91530730000,2015,638.70000000
HD 110067 b,2.20000000,5.69000000,9.11367800000,2023,32.15850000
HD 110067 c,2.38800000,6.30000000,13.67369400000,2023,32.15850000
HD 110067 d,2.85200000,8.52000000,20.51961700000,2023,32.15850000
HD 110067 e,1.94000000,3.90000000,30.79309100000,2023,32.15850000
HD 110067 f,2.60100000,5.04000000,41.05854000000,2023,32.15850000
HD 110067 g,2.60700000,8.40000000,54.76992000000,2023,32.15850000
HD 114082 b,11.20898070,2542.62725600,109.75000000000,2022,95.39060000
HD 118203 b,12.55405838,693.50158407,6.13498900000,2005,92.25890000
HD 135694 b,2.53201320,6.10000000,15.92346000000,2023,73.87130000
HD 136352 b,1.48200000,4.62000000,11.57779000000,2019,14.68200000
HD 136352 d,2.56200000,8.82000000,107.24500000000,2019,14.68200000
HD 137496 b,1.31000000,4.04000000,1.62116000000,2021,155.31700000
HD 1397 b,11.50043400,131.89945000,11.53533000000,2018,79.57020000
HD 152843 c,5.83000000,27.50000000,24.38000000000,2021,107.89800000
HD 15337 b,1.69900000,7.20000000,4.75642000000,2019,44.81550000
HD 15337 c,2.39000000,8.11000000,17.17840000000,2019,44.81550000
HD 18599 b,2.60000000,24.10000000,4.13743540000,2022,38.56530000
HD 191939 b,3.39000000,10.40000000,8.88029000000,2020,53.60890000
HD 20329 b,1.72000000,7.42000000,0.92611800000,2022,63.67960000
HD 206893 b,14.01122587,8899.19539600,9350.00000000000,2021,40.75830000
HD 206893 c,16.36511182,4036.42076890,2090.00000000000,2022,40.75830000
HD 207496 b,2.25000000,6.10000000,6.44100800000,2023,23.60600000
HD 21520 b,2.69700000,17.70000000,25.12920000000,2024,79.20800000
HD 21749 c,0.89200000,3.70000000,7.78993000000,2019,16.32000000
HD 219134 b,1.60600000,4.33611990,3.09350000000,2015,6.53127000
HD 219134 c,1.51100000,4.36000000,6.76458000000,2015,6.53127000
HD 219134 d,1.61000000,16.17000000,46.85900000000,2015,6.53127000
HD 219666 b,4.71000000,16.60000000,6.03607000000,2018,94.17190000
HD 22946 d,2.60700000,26.57000000,47.42489000000,2023,62.77920000
HD 23472 d,0.75000000,0.55000000,3.97664000000,2022,39.03410000
HD 23472 e,0.81800000,0.72000000,7.90754000000,2022,39.03410000
HD 23472 f,1.13700000,0.77000000,12.16218390000,2022,39.03410000
HD 25463 b,2.62000000,8.50000000,7.04914400000,2023,45.61810000
HD 25463 c,1.50000000,4.10000000,3.04405000000,2023,45.61810000
HD 260655 c,1.53300000,3.09000000,5.70588000000,2022,10.00550000
HD 28109 b,2.19900000,18.49600000,22.89104000000,2022,139.61100000
HD 28109 c,4.23000000,7.94300000,56.00819000000,2022,139.61100000
HD 3167 c,2.74000000,8.33000000,29.84622000000,2016,47.28990000
HD 42813 b,3.42633318,5.90000000,13.63082800000,2023,68.19200000
HD 5278 b,2.45000000,7.80000000,14.33915600000,2021,57.58460000
HD 63935 b,2.99000000,10.80000000,9.05881100000,2021,48.97390000
HD 63935 c,3.06451296,11.10000000,21.40270000000,2021,48.97390000
HD 73583 c,2.39000000,9.70000000,18.87974000000,2022,31.56660000
HD 77946 b,2.89646124,10.90000000,6.52736300000,2024,99.45100000
HD 80606 b,11.24262700,1307.55262000,111.43670000000,2001,66.47110000
HD 88986 b,2.49000000,17.20000000,146.05000000000,2023,33.26730000
HD 89345 b,6.86000000,35.70000000,11.81399000000,2018,132.34500000
HD 93963 A b,1.35000000,7.80000000,1.03913530000,2022,82.34320000
HD 93963 A c,3.22800000,19.20000000,3.64513980000,2022,82.34320000
HD 95338 b,3.89000000,42.44000000,55.08700000000,2020,36.99410000
HIP 116454 b,2.46598000,12.71320000,9.12050000000,2014,62.44910000
HIP 29442 c,1.58000000,4.50000000,3.53796000000,2023,68.19200000
HIP 29442 d,1.53800000,5.14000000,6.42957500000,2023,68.19200000
HIP 8152 b,2.56000000,7.80000000,10.75101000000,2023,101.69400000
HIP 8152 c,2.48000000,9.40000000,19.60530000000,2023,101.69400000
HIP 9618 b,3.82838127,8.30000000,20.77285800000,2023,67.54780000
HIP 9618 c,3.42855926,7.00000000,52.56363000000,2023,67.54780000
HIP 97166 b,2.74000000,20.00000000,10.28891000000,2021,65.95010000
HR 858 c,1.97900000,3.80000000,5.97386500000,2019,31.96400000
HR 858 d,2.00100000,7.10000000,11.23051100000,2019,31.96400000
HR 8799 c,13.00000000,3000.00000000,69000.00000000000,2008,41.24410000
K2-107 b,16.14096000,266.97720000,3.31392000000,2017,685.20000000
K2-111 b,1.90000000,8.60000000,5.35117000000,2017,200.39400000
K2-12 b,2.44000000,5.20000000,8.28246000000,2015,326.38100000
K2-136 b,1.01400000,4.30000000,7.97520000000,2017,59.24740000
K2-138 f,2.90400000,1.63000000,12.75758000000,2017,202.58500000
K2-138 g,3.01300000,4.32000000,41.96797000000,2021,202.58500000
K2-141 b,1.49300000,5.16000000,0.28000000000,2018,61.87360000
K2-141 c,7.00000000,8.00000000,7.74850000000,2018,61.87360000
K2-146 c,2.19000000,7.49000000,4.00498000000,2019,79.30020000
K2-19 d,1.11000000,10.00000000,2.50810000000,2016,289.82700000
K2-216 b,1.75000000,8.00000000,2.17480000000,2018,115.46100000
K2-222 b,2.35000000,8.70000000,15.38857000000,2018,101.32100000
K2-233 b,1.34300000,11.26000000,2.46750000000,2018,67.50620000
K2-233 c,1.28100000,12.81000000,7.06005000000,2018,67.50620000
K2-233 d,2.35800000,21.14000000,24.36450000000,2018,67.50620000
K2-237 b,18.49485000,508.52800000,2.18056000000,2018,314.99500000
K2-261 b,9.52763359,69.92224954,11.63344000000,2018,213.28300000
K2-263 b,2.41000000,14.80000000,50.81894700000,2018,162.48100000
K2-266 b,3.30000000,11.26782377,0.65852400000,2018,77.55860000
K2-266 c,0.70500000,0.29013072,7.81400000000,2018,77.55860000
K2-266 e,2.73000000,14.30000000,19.48200000000,2018,77.55860000
K2-27 b,4.45000000,29.10000000,6.77145000000,2016,249.64500000
K2-285 d,2.48000000,6.50000000,10.45582000000,2018,154.96100000
K2-285 e,1.95000000,10.70000000,14.76289000000,2018,154.96100000
K2-287 b,9.33708092,101.70509024,14.89329000000,2018,158.33500000
K2-29 b,13.33871000,232.01590000,3.25883210000,2016,178.47500000
K2-291 b,1.58900000,6.49000000,2.22517700000,2019,90.05620000
K2-292 b,2.63000000,24.50000000,16.98410000000,2019,114.29300000
K2-3 b,2.29000000,6.60000000,10.05454000000,2015,44.07270000
K2-31 b,11.88154000,563.83042000,1.25785000000,2016,110.52700000
K2-32 b,5.29900000,15.00000000,8.99200000000,2016,157.68200000
K2-32 c,3.01000000,12.10000000,20.66020000000,2016,157.68200000
K2-329 b,8.67576600,82.63580000,12.45512250000,2020,233.23700000
K2-38 c,2.29000000,8.30000000,10.56103000000,2016,192.69000000
K2-415 b,1.01500000,7.50000000,4.01796940000,2023,21.81820000
K2-416 b,2.66000000,1652.70771640,13.10200000000,2023,120.31100000
K2-417 b,3.31000000,699.22249540,6.53500000000,2023,94.04240000
K2-77 b,2.30000000,603.87700000,8.19979600000,2016,141.73100000
K2-79 b,4.09000000,9.20000000,10.99470000000,2016,256.01100000
K2-97 b,13.45077684,174.48779544,8.40711500000,2016,878.43000000
K2-99 b,11.88151954,276.51071409,18.24783000000,2016,519.22900000
KELT-10 b,15.79345381,216.12331676,4.16624490000,2016,188.40400000
KELT-14 b,17.03768000,380.12468000,1.71005880000,2016,250.12100000
KELT-23 A b,14.82950700,298.12454000,2.25525100000,2019,126.26100000
KELT-3 b,15.13212395,467.20775829,2.70339040000,2013,210.25200000
KELT-4 A b,19.05526719,286.04556630,2.98959400000,2016,218.05000000
KELT-9 b,21.19621900,915.35040000,1.48112350000,2017,204.45500000
KOI-1599.02,1.90000000,9.00000000,13.60880000000,2019,1131.64000000
KOI-1843.03,0.61000000,8.00000000,0.17689130000,2013,134.31100000
KOI-55 b,0.75900000,0.44000000,0.24010400000,2011,1231.02000000
KOI-55 c,0.86700000,0.65500000,0.34288700000,2011,1231.02000000
KOI-94 b,1.63800000,5.75695361,3.74317555600,2013,477.05200000
Kepler-10 c,2.35000000,13.98000000,45.29430100000,2011,185.50600000
Kepler-100 d,1.53600000,1.77308400,35.33308660000,2014,304.64500000
Kepler-104 d,2.63500000,5.54022107,51.75529576000,2014,400.78500000
Kepler-106 c,2.38700000,13.32345722,13.57076622000,2014,444.32200000
Kepler-109 c,2.65000000,8.20000000,21.22265000000,2014,474.86100000
Kepler-11 b,1.97000000,4.30000000,10.30375000000,2010,646.34600000
Kepler-11 c,3.15000000,13.50000000,13.02502000000,2010,646.34600000
Kepler-11 d,3.43000000,6.10000000,22.68719000000,2010,646.34600000
Kepler-11 g,3.33000000,25.00000000,118.38070000000,2010,646.34600000
Kepler-111 c,7.08407580,222.47988490,224.77833000000,2014,657.22300000
Kepler-113 c,2.66200000,1.05528989,8.92507636900,2014,262.35100000
Kepler-136 b,1.80000000,19.80000000,11.57900000000,2014,420.81800000
Kepler-138 b,0.52200000,0.06600000,10.31260000000,2014,66.86240000
Kepler-16 b,8.44930000,105.83300000,228.77600000000,2011,75.08520000
Kepler-1647 b,11.87390000,483.00000000,1107.59230000000,2016,1212.45000000
Kepler-1654 b,9.18017100,158.91500000,1047.83560000000,2018,568.11700000
Kepler-1661 b,3.87000000,17.00000000,175.06000000000,2020,410.60700000
Kepler-1705 b,2.03000000,4.47000000,9.03502000000,2021,1633.49000000
Kepler-1705 c,2.05000000,5.42000000,11.28000000000,2021,1633.49000000
Kepler-1708 b,9.96000000,1462.01067220,737.11310000000,2021,1666.69000000
Kepler-197 c,1.23000000,5.30000000,10.35000000000,2014,330.57500000
Kepler-20 c,3.07000000,16.10000000,10.85409200000,2011,282.56300000
Kepler-20 f,1.03000000,14.30000000,19.57706000000,2011,282.56300000
Kepler-238 f,2.00000000,13.50000000,50.44700000000,2013,1798.75000000
Kepler-25 b,2.70400000,10.79716709,6.23853477100,2011,243.24900000
Kepler-26 c,3.60000000,119.18100000,17.25130000000,2011,335.30700000
Kepler-27 c,7.17000000,21.20000000,31.33000000000,2011,1044.36000000
Kepler-276 c,2.90000000,16.60000000,31.88400000000,2013,1144.86000000
Kepler-279 c,4.30000000,49.40000000,35.73600000000,2013,1037.40000000
Kepler-28 b,1.95900000,1.63000000,5.91000000000,2011,438.35900000
Kepler-289 c,11.54527000,133.48860000,125.86500000000,2014,704.43800000
Kepler-289 d,3.03000000,5.33000000,66.02820000000,2014,704.43800000
Kepler-29 c,3.14000000,4.00000000,13.28840000000,2011,832.53200000
Kepler-297 c,7.39000000,42.10000000,74.92400000000,2014,692.14000000
Kepler-30 b,3.60000000,63.56600000,29.32900000000,2012,914.22100000
Kepler-305 c,3.35000000,4.50000000,8.29100000000,2013,868.47700000
Kepler-307 b,3.01000000,8.81000000,10.42100000000,2013,575.58100000
Kepler-33 c,2.60000000,0.39000000,13.17600000000,2011,1209.16000000
Kepler-338 e,1.56000000,8.50000000,9.34100000000,2014,552.79800000
Kepler-34 b,8.56400000,69.92000000,288.82200000000,2011,1800.82000000
Kepler-349 b,1.86000000,94.50000000,5.93000000000,2014,940.72400000
Kepler-35 b,8.16000000,40.36300000,131.45800000000,2011,1819.17000000
Kepler-38 b,4.30000000,122.00000000,105.59900000000,2012,1174.59000000
Kepler-4 b,4.12491200,23.83725000,3.21365800000,2009,487.91600000
Kepler-413 b,4.34700000,67.00000000,66.26200000000,2014,847.53600000
Kepler-414 c,3.01000000,29.90000000,7.17100000000,2014,413.46000000
Kepler-419 b,10.80000000,794.50000000,69.75460000000,2014,1011.36000000
Kepler-43 b,13.00000000,994.77000000,3.02409309000,2011,1005.84000000
Kepler-434 b,12.67000000,908.96000000,12.87470990000,2015,1222.54000000
Kepler-44 b,12.21781000,311.79123000,3.24672930000,2011,1188.00000000
Kepler-450 d,0.94080000,17.60000000,7.51442790000,2015,455.98200000
Kepler-453 b,6.20400000,16.00000000,240.50300000000,2015,442.84600000
Kepler-454 b,2.37000000,6.84000000,10.57375339000,2015,230.86900000
Kepler-47 b,3.05000000,2.07000000,49.46430000000,2012,1025.02000000
Kepler-47 c,4.62000000,8899.00000000,303.13700000000,2012,1025.02000000
Kepler-47 d,7.04000000,19.02000000,187.36600000000,2019,1025.02000000
Kepler-48 c,3.14000000,13.60000000,9.67392830000,2012,306.73800000
Kepler-50 b,1.54200000,4.02572362,7.81285840000,2012,250.11000000
Kepler-52 b,2.52000000,79.60000000,7.87700000000,2012,321.54200000
Kepler-553 c,11.57887706,2129.45032690,328.24017000000,2016,728.52500000
Kepler-56 c,10.60000000,137.60000000,21.40500000000,2012,912.99400000
Kepler-78 b,1.16000000,8.00000000,0.35500744000,2013,124.37600000
Kepler-82 c,5.28000000,18.40000000,51.53500000000,2012,904.32600000
Kepler-83 d,2.13000000,24.60000000,5.17000000000,2014,400.40900000
Kepler-85 b,1.77800000,1.84000000,8.30000000000,2012,765.02500000
Kepler-9 b,8.09000000,25.90393345,19.27082403000,2010,628.25700000
Kepler-9 c,9.22500000,54.34700000,38.91000000000,2010,628.25700000
Kepler-93 b,1.56926000,4.54425706,4.72674000000,2014,95.91150000
Kepler-96 b,2.37300000,12.96756068,16.23846777000,2014,122.88100000
Kepler-99 b,1.48000000,6.15000000,4.60358000000,2014,208.36900000
L 98-59 d,1.52100000,1.94000000,7.45072450000,2019,10.61940000
LHS 1140 c,1.28200000,1.81000000,3.77793100000,2018,14.98610000
LHS 1478 b,1.24200000,2.33000000,1.94953780000,2021,18.22760000
LHS 1678 b,0.69600000,0.35000000,0.86023220000,2021,19.87820000
LHS 1815 b,1.08800000,8.70000000,3.81433000000,2020,29.84240000
LP 714-47 b,4.70000000,30.80000000,4.05203700000,2020,52.61600000
LP 791-18 c,2.43800000,7.10000000,4.98990930000,2019,26.49270000
LP 791-18 d,1.03200000,0.90000000,2.75343600000,2023,26.49270000
LP 890-9 c,1.36700000,25.30000000,8.45746300000,2022,32.42980000
LTT 1445 A c,1.60000000,1.00000000,3.12389800000,2022,6.86929000
LTT 3780 b,1.35000000,2.34000000,0.76837700000,2020,21.98140000
Lupus-TR-3 b,9.97600000,257.43100000,3.91405000000,2007,773.40900000
NGTS-15 b,12.32987877,238.68913366,3.27623000000,2021,786.48500000
NGTS-16 b,14.57167491,211.99154747,4.84532000000,2021,898.16800000
NGTS-17 b,13.89913607,242.82090295,3.24253000000,2021,1040.28000000
NGTS-21 b,14.90794433,750.07504052,1.54338970000,2022,592.89100000
NGTS-23 b,14.20177855,194.82881349,4.07643260000,2022,1074.95000000
NGTS-25 b,11.46678726,203.09235207,2.82309300000,2022,521.23300000
NGTS-26 b,14.88552637,92.80589484,4.51992790000,2024,1093.69000000
NGTS-3 A b,16.58932000,756.43540000,1.67537280000,2018,743.97200000
NGTS-33 b,18.38272835,1153.71711741,2.82797200000,2024,437.85500000
NGTS-4 b,3.18000000,20.60000000,1.33735080000,2019,280.55500000
NGTS-6 b,14.86313400,425.57437000,0.88205900000,2019,308.26200000
NGTS-8 b,12.21781000,295.58190000,2.49970000000,2019,428.97600000
OGLE-TR-10 b,14.01100000,197.04600000,3.10127800000,2004,1344.97000000
OGLE-TR-113 b,12.21781000,343.25640000,1.43247580000,2004,566.45900000
OGLE-TR-132 b,14.01125000,371.86110000,1.68986800000,2004,2012.62000000
OGLE-TR-182 b,16.47723000,340.07810000,3.97910000000,2007,2501.75000000
OGLE-TR-211 b,14.14575800,216.12440000,3.67724000000,2007,1515.26000000
OGLE2-TR-L9 b,18.09132600,1379.38220000,2.48553300000,2008,1627.63000000
PH1 b,6.18000000,169.00000000,138.31700000000,2012,1033.16000000
PH2 b,10.08810000,25426.40000000,282.52500000000,2013,343.86300000
POTS-1 b,10.54800000,734.16000000,3.16062960000,2013,747.95900000
Qatar-3 b,12.28506400,1369.84730000,2.50792040000,2017,735.60100000
Qatar-6 b,13.04725353,217.07680198,3.50620000000,2017,100.84800000
TIC 139270665 b,7.22979255,147.15455244,23.62400000000,2024,189.87500000
TIC 172900988 b,11.27000000,981.30000000,204.04600000000,2021,250.95600000
